search_term,impressions,clicks,spend,sales,purchases,units_sold,ctr,cvr,cpc,acos,roas
richgrand hair growth products,602,4,1.79,0.0,0,0,0.006644518272425249,0.0,0.4475,0.0,0.0
right on hair moisturizer,3,1,0.8,0.0,0,0,0.3333333333333333,0.0,0.8,0.0,0.0
romeo con gator hair oil,1,1,0.5,0.0,0,0,1.0,0.0,0.5,0.0,0.0
root revive hair growth oil,38,1,1.12,0.0,0,0,0.02631578947368421,0.0,1.12,0.0,0.0
rosemary and batana oil,41,1,0.82,0.0,0,0,0.024390243902439025,0.0,0.82,0.0,0.0
rosemary and castor oil for hair growth,82,2,1.47,0.0,0,0,0.024390243902439025,0.0,0.735,0.0,0.0
rosemary and castor oil hair growth,1,1,0.91,0.0,0,0,1.0,0.0,0.91,0.0,0.0
rosemary and grapeseed oil for hair growth,3,1,0.52,0.0,0,0,0.3333333333333333,0.0,0.52,0.0,0.0
rosemary and mint oil for hair growth,87,1,0.93,0.0,0,0,0.011494252873563218,0.0,0.93,0.0,0.0
rosemary grease for hair growth,1,1,1.17,0.0,0,0,1.0,0.0,1.17,0.0,0.0
rosemary growth hair oil,86,1,0.82,0.0,0,0,0.011627906976744186,0.0,0.82,0.0,0.0
rosemary hair growth,69,1,1.2,0.0,0,0,0.014492753623188406,0.0,1.2,0.0,0.0
rosemary hair growth oil,176,1,1.04,0.0,0,0,0.005681818181818182,0.0,1.04,0.0,0.0
rosemary hair moisturizer,10,1,0.6,0.0,0,0,0.1,0.0,0.6,0.0,0.0
rosemary mint oil for hair growth,65,1,0.7,0.0,0,0,0.015384615384615385,0.0,0.7,0.0,0.0
rosemary mint water spray for hair growth,1,1,0.65,0.0,0,0,1.0,0.0,0.65,0.0,0.0
rosemary oil,78,1,1.06,0.0,0,0,0.01282051282051282,0.0,1.06,0.0,0.0
rosemary oil for hair growth,6180,42,37.300000000000004,35.97,3,3,0.006796116504854369,0.07142857142857142,0.8880952380952382,1.0369752571587436,0.9643431635388738
rosemary oil for hair growth allpa botanicals,10,1,1.12,0.0,0,0,0.1,0.0,1.12,0.0,0.0
rosemary oil for hair growth kids,11,1,1.31,0.0,0,0,0.09090909090909091,0.0,1.31,0.0,0.0
rosemary oil for hair growth organic,13,1,1.04,0.0,0,0,0.07692307692307693,0.0,1.04,0.0,0.0
rosemary oil hair cream,3,1,0.6,0.0,0,0,0.3333333333333333,0.0,0.6,0.0,0.0
rosemary resdyn oil for hair growth,1,1,1.21,0.0,0,0,1.0,0.0,1.21,0.0,0.0
rosemary water spray for hair growth,8,1,1.2,0.0,0,0,0.125,0.0,1.2,0.0,0.0
sage oil for hair growth,1,1,1.51,16.99,1,1,1.0,1.0,1.51,0.08887580929958801,11.251655629139071
salt and pepper drawstring ponytail,7,1,0.47,0.0,0,0,0.14285714285714285,0.0,0.47,0.0,0.0
san curly girl hair growth oil,3,1,0.65,0.0,0,0,0.3333333333333333,0.0,0.65,0.0,0.0
san curly girl hair growth oil sc,14,1,0.56,0.0,0,0,0.07142857142857142,0.0,0.56,0.0,0.0
sapuyulo hair treatment,1,1,0.55,0.0,0,0,1.0,0.0,0.55,0.0,0.0
sapuyulo oil for hair,4,1,0.55,0.0,0,0,0.25,0.0,0.55,0.0,0.0
sapuyulo oil for hair growth,5,2,2.02,0.0,0,0,0.4,0.0,1.01,0.0,0.0
scalp balm for hair growth,3,1,0.72,0.0,0,0,0.3333333333333333,0.0,0.72,0.0,0.0
scalp mask,2,1,1.0,0.0,0,0,0.5,0.0,1.0,0.0,0.0
scalp massager hair growth,712,6,4.25,0.0,0,0,0.008426966292134831,0.0,0.7083333333333334,0.0,0.0
scalp massager hair growth electric,3,1,0.8,0.0,0,0,0.3333333333333333,0.0,0.8,0.0,0.0
scalp massager hair growth oil,231,4,2.76,0.0,0,0,0.017316017316017316,0.0,0.69,0.0,0.0
scalp massager hair growth wooden,2,1,0.9,0.0,0,0,0.5,0.0,0.9,0.0,0.0
scalp oil,708,4,5.31,0.0,0,0,0.005649717514124294,0.0,1.3275,0.0,0.0
scalp oil hair growth,727,5,4.22,0.0,0,0,0.0068775790921595595,0.0,0.844,0.0,0.0
scalp oil hair growth smell good,1,1,1.04,0.0,0,0,1.0,0.0,1.04,0.0,0.0
scalp scrub for hair growth,10,1,1.2,0.0,0,0,0.1,0.0,1.2,0.0,0.0
scalp serum for hair growth,42,2,1.4,0.0,0,0,0.047619047619047616,0.0,0.7,0.0,0.0
scalp stimulator hair growth,27,1,0.52,0.0,0,0,0.037037037037037035,0.0,0.52,0.0,0.0
scalp stimulator hair growth oil,1169,6,4.29,0.0,0,0,0.0051325919589392645,0.0,0.715,0.0,0.0
scalp stimulator hair growth tool,1,1,0.52,0.0,0,0,1.0,0.0,0.52,0.0,0.0
scalp treatment for hair growth,20,2,5.79,0.0,0,0,0.1,0.0,2.895,0.0,0.0
scalp treatments,30,1,2.11,0.0,0,0,0.03333333333333333,0.0,2.11,0.0,0.0
schwarzkopf hair growth,1,1,0.55,0.0,0,0,1.0,0.0,0.55,0.0,0.0
septha hair growth,3,1,0.52,0.0,0,0,0.3333333333333333,0.0,0.52,0.0,0.0
serum for hair growth,22,1,0.3,0.0,0,0,0.045454545454545456,0.0,0.3,0.0,0.0
shabana hussain hair product,1,1,1.98,0.0,0,0,1.0,0.0,1.98,0.0,0.0
shadavi hair elixir,1,1,0.63,0.0,0,0,1.0,0.0,0.63,0.0,0.0
shael cosmetics ambunu for hair,4,1,0.67,0.0,0,0,0.25,0.0,0.67,0.0,0.0
shampoo and conditioner set,5,1,1.0,0.0,0,0,0.2,0.0,1.0,0.0,0.0
shampoo batana oil,94,1,1.05,0.0,0,0,0.010638297872340425,0.0,1.05,0.0,0.0
shampoo de aceite de batana,3,1,1.0,0.0,0,0,0.3333333333333333,0.0,1.0,0.0,0.0
shea moisture strengthen grow and restore edge treatment,1,1,0.42,0.0,0,0,1.0,0.0,0.42,0.0,0.0
shea yogurt hair moisturizer,18,1,0.7,0.0,0,0,0.05555555555555555,0.0,0.7,0.0,0.0
shea.for hair moisturizer,1,1,0.53,0.0,0,0,1.0,0.0,0.53,0.0,0.0
shiny moisturizer for hair,1,1,0.45,0.0,0,0,1.0,0.0,0.45,0.0,0.0
silicone scalp massager for hair growth,13,1,0.51,0.0,0,0,0.07692307692307693,0.0,0.51,0.0,0.0
silver human braiding hair,1,1,0.44,0.0,0,0,1.0,0.0,0.44,0.0,0.0
skala hair growth products,99,5,2.82,0.0,0,0,0.050505050505050504,0.0,0.564,0.0,0.0
skala hair products,15,1,0.49,0.0,0,0,0.06666666666666667,0.0,0.49,0.0,0.0
skala hair treatment,9,1,0.45,0.0,0,0,0.1111111111111111,0.0,0.45,0.0,0.0
skala vitamin pump,8,1,0.5,0.0,0,0,0.125,0.0,0.5,0.0,0.0
slow hair growth moisturizer,1,1,0.4,0.0,0,0,1.0,0.0,0.4,0.0,0.0
snack oil for hair,4,1,0.45,0.0,0,0,0.25,0.0,0.45,0.0,0.0
sniden hair growth spray,13,1,0.92,0.0,0,0,0.07692307692307693,0.0,0.92,0.0,0.0
snidin hair growth spray,908,4,3.4699999999999998,0.0,0,0,0.004405286343612335,0.0,0.8674999999999999,0.0,0.0
soul lady wigs,12,1,0.72,16.99,1,1,0.08333333333333333,1.0,0.72,0.04237786933490289,23.59722222222222
split end trimmer,3,1,0.8,0.0,0,0,0.3333333333333333,0.0,0.8,0.0,0.0
spoild batana oil,165,2,2.85,0.0,0,0,0.012121212121212121,0.0,1.425,0.0,0.0
spoiled batana oil,17,1,2.99,0.0,0,0,0.058823529411764705,0.0,2.99,0.0,0.0
spoiled batana oil for hair growth,224,2,2.8,0.0,0,0,0.008928571428571428,0.0,1.4,0.0,0.0
stimulate hair growth,274,1,0.75,0.0,0,0,0.0036496350364963502,0.0,0.75,0.0,0.0
stimulating hair growth oil,5,1,0.7,0.0,0,0,0.2,0.0,0.7,0.0,0.0
stimulating oil for hair growth￼,2,1,1.27,0.0,0,0,0.5,0.0,1.27,0.0,0.0
stimulating scalp and hair balm,1060,9,4.59,30.98,2,2,0.008490566037735849,0.2222222222222222,0.51,0.14816010329244672,6.749455337690632
"stimulating scalp and hair balm, shea butter and mango butter blend for moisturizing haircar",3,1,0.37,0.0,0,0,0.3333333333333333,0.0,0.37,0.0,0.0
stop hair growth,1,1,0.55,0.0,0,0,1.0,0.0,0.55,0.0,0.0
strawberry hair growth oil,15,2,2.09,9.99,1,1,0.13333333333333333,0.5,1.045,0.20920920920920918,4.7799043062200965
strengthen new hair growth,1,1,0.55,0.0,0,0,1.0,0.0,0.55,0.0,0.0
styling hair moisturizer,2,1,0.6,0.0,0,0,0.5,0.0,0.6,0.0,0.0
sulfur 8 medicated for scalp,14,1,1.2,0.0,0,0,0.07142857142857142,0.0,1.2,0.0,0.0
sulfur hair growth,4,1,0.82,9.99,1,1,0.25,1.0,0.82,0.08208208208208208,12.182926829268293
sunny isle batana oil for hair growth,118,1,0.82,0.0,0,0,0.00847457627118644,0.0,0.82,0.0,0.0
sunny isle jamaican black castor oil for hair growth,6,1,0.82,0.0,0,0,0.16666666666666666,0.0,0.82,0.0,0.0
super hair growth oil ￼ white girl hair￼,1,1,2.0,0.0,0,0,1.0,0.0,2.0,0.0,0.0
supergrow hair grease,44,1,1.19,0.0,0,0,0.022727272727272728,0.0,1.19,0.0,0.0
syren batana oil for hair growth,4,1,1.12,0.0,0,0,0.25,0.0,1.12,0.0,0.0
t444z hair food for hair growth,35,2,1.74,0.0,0,0,0.05714285714285714,0.0,0.87,0.0,0.0
tabatha brown,3,1,0.5,0.0,0,0,0.3333333333333333,0.0,0.5,0.0,0.0
tea tree moisturizer hair and body,1,1,2.28,0.0,0,0,1.0,0.0,2.28,0.0,0.0
tea tree oil for hair,73,1,2.04,0.0,0,0,0.0136986301369863,0.0,2.04,0.0,0.0
tea tree oil hair growth,9,1,0.9,0.0,0,0,0.1111111111111111,0.0,0.9,0.0,0.0
teen mega hair growth products,1,1,1.57,0.0,0,0,1.0,0.0,1.57,0.0,0.0
temple hair growth,11,1,1.05,0.0,0,0,0.09090909090909091,0.0,1.05,0.0,0.0
tgin hair moisturizer,17,1,0.7,0.0,0,0,0.058823529411764705,0.0,0.7,0.0,0.0
thasila hair growth oil,4,1,2.69,16.99,1,1,0.25,1.0,2.69,0.15832842848734552,6.315985130111524
the alkaline brand batana oil 32 oz,2,1,2.24,0.0,0,0,0.5,0.0,2.24,0.0,0.0
the hair oil,132,1,1.06,0.0,0,0,0.007575757575757576,0.0,1.06,0.0,0.0
the main attraction hair growth oil,131,1,1.35,0.0,0,0,0.007633587786259542,0.0,1.35,0.0,0.0
the mane attraction hair growth oil,317,1,1.21,0.0,0,0,0.0031545741324921135,0.0,1.21,0.0,0.0
the ordinary hair growth oil,1,1,1.17,0.0,0,0,1.0,0.0,1.17,0.0,0.0
the verb ghost oil,1,1,0.66,0.0,0,0,1.0,0.0,0.66,0.0,0.0
the-mix-up botana oil hair growth,4,1,0.52,0.0,0,0,0.25,0.0,0.52,0.0,0.0
thick hair moisturizer,14,1,0.7,0.0,0,0,0.07142857142857142,0.0,0.7,0.0,0.0
thick hair oil,4,1,1.33,0.0,0,0,0.25,0.0,1.33,0.0,0.0
thick oil,6,1,0.99,0.0,0,0,0.16666666666666666,0.0,0.99,0.0,0.0
thick oil for hair,8,1,1.62,0.0,0,0,0.125,0.0,1.62,0.0,0.0
thickening hair products,7,1,0.52,0.0,0,0,0.14285714285714285,0.0,0.52,0.0,0.0
thinning hair growth cream,1,1,0.82,0.0,0,0,1.0,0.0,0.82,0.0,0.0
tiktok hair growth oil,12,1,1.94,0.0,0,0,0.08333333333333333,0.0,1.94,0.0,0.0
tinted hair moisturizer,1,1,0.65,0.0,0,0,1.0,0.0,0.65,0.0,0.0
tktalker raw batana oil for hair growth,4,1,1.8,0.0,0,0,0.25,0.0,1.8,0.0,0.0
tma extra strength hair growth oil,304,1,0.9,0.0,0,0,0.003289473684210526,0.0,0.9,0.0,0.0
tmm hair oil,1,1,0.82,0.0,0,0,1.0,0.0,0.82,0.0,0.0
toddler hair growth products,123,1,0.52,0.0,0,0,0.008130081300813009,0.0,0.52,0.0,0.0
top hair growth oils,1,1,0.65,0.0,0,0,1.0,0.0,0.65,0.0,0.0
top ranking hair growth oil,1,1,1.35,9.99,1,1,1.0,1.0,1.35,0.13513513513513514,7.3999999999999995
tratamiento para el cabello para darle brillo y crecimiento,1,1,0.66,0.0,0,0,1.0,0.0,0.66,0.0,0.0
tratamiento para la caída del cabello,2,1,0.43,0.0,0,0,0.5,0.0,0.43,0.0,0.0
tratamiento para que nazca cabello,1,1,3.8,0.0,0,0,1.0,0.0,3.8,0.0,0.0
travel size hair growth moisturizer,1,1,0.65,0.0,0,0,1.0,0.0,0.65,0.0,0.0
treat inflammation for alopecia,1,1,0.9,0.0,0,0,1.0,0.0,0.9,0.0,0.0
treatment for girl's hair growth,2,1,1.17,0.0,0,0,0.5,0.0,1.17,0.0,0.0
treatment for hair,18,1,3.95,0.0,0,0,0.05555555555555555,0.0,3.95,0.0,0.0
tropical isle jamaican hair growth oil,2,1,1.35,0.0,0,0,0.5,0.0,1.35,0.0,0.0
trwlcff divine batana oil for hair growth,7,1,0.69,0.0,0,0,0.14285714285714285,0.0,0.69,0.0,0.0
twist and lock gel,1,1,1.87,0.0,0,0,1.0,0.0,1.87,0.0,0.0
tyche batana oil for hair growth,2,1,2.07,0.0,0,0,0.5,0.0,2.07,0.0,0.0
ufna batana oil,65,1,2.1,0.0,0,0,0.015384615384615385,0.0,2.1,0.0,0.0
ugeizfld batana oil for hair growth,4,1,0.7,0.0,0,0,0.25,0.0,0.7,0.0,0.0
uizelta batana oil for hair growth,5,2,5.4,0.0,0,0,0.4,0.0,2.7,0.0,0.0
ultimate original,1,1,0.45,0.0,0,0,1.0,0.0,0.45,0.0,0.0
umex batana oil for hair growth,11,1,0.75,0.0,0,0,0.09090909090909091,0.0,0.75,0.0,0.0
unalakleet botana oil hair growth,15,2,2.13,0.0,0,0,0.13333333333333333,0.0,1.065,0.0,0.0
undefine batana oil from honduras,4,2,1.34,0.0,0,0,0.5,0.0,0.67,0.0,0.0
unrefined banana oil for hair growth,90,1,1.35,0.0,0,0,0.011111111111111112,0.0,1.35,0.0,0.0
unrefined batana oil,660,11,6.61,0.0,0,0,0.016666666666666666,0.0,0.600909090909091,0.0,0.0
unrefined batana oil for hair growth,50,1,0.9,0.0,0,0,0.02,0.0,0.9,0.0,0.0
unscented batana oil for hair growth,11,1,0.9,0.0,0,0,0.09090909090909091,0.0,0.9,0.0,0.0
untamed hair growth oil,11,3,5.54,19.98,2,2,0.2727272727272727,0.6666666666666666,1.8466666666666667,0.2772772772772773,3.6064981949458486
usma grass hair growth,8,1,0.5,16.99,1,1,0.125,1.0,0.5,0.029429075927015894,33.98
varana aseite,1,1,0.4,0.0,0,0,1.0,0.0,0.4,0.0,0.0
vatika hair oil growth,7,2,1.84,0.0,0,0,0.2857142857142857,0.0,0.92,0.0,0.0
veanic hair growth oil,1,1,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0
vegan hair growth oil,35,1,1.0,0.0,0,0,0.02857142857142857,0.0,1.0,0.0,0.0
vegan hair mask for growth,1,1,0.75,0.0,0,0,1.0,0.0,0.75,0.0,0.0
vegan moroccan hair & skin oil,1,1,0.45,0.0,0,0,1.0,0.0,0.45,0.0,0.0
veganic natural hair growth oil,172,1,0.82,0.0,0,0,0.005813953488372093,0.0,0.82,0.0,0.0
venicell eternal,1,1,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0
venrock rosemary oil for hair growth,2,1,0.7,0.0,0,0,0.5,0.0,0.7,0.0,0.0
vichy time grow hair,1,1,0.35,0.0,0,0,1.0,0.0,0.35,0.0,0.0
vigorol hair mousse olive oil,14,1,0.5,0.0,0,0,0.07142857142857142,0.0,0.5,0.0,0.0
viral strands batana oil,6,1,1.35,0.0,0,0,0.16666666666666666,0.0,1.35,0.0,0.0
virgin fertilizer hair growth,10,1,1.05,0.0,0,0,0.1,0.0,1.05,0.0,0.0
virgin hair fertilizer hair growth,77,2,1.73,0.0,0,0,0.025974025974025976,0.0,0.865,0.0,0.0
virgin hair growth fertilizer liquid,43,1,0.65,0.0,0,0,0.023255813953488372,0.0,0.65,0.0,0.0
vital affair hair growth oil,210,1,0.82,11.99,1,1,0.004761904761904762,1.0,0.82,0.0683903252710592,14.621951219512196
vital affair rosemary oil for hair growth,534,4,3.72,0.0,0,0,0.00749063670411985,0.0,0.93,0.0,0.0
vital banana oil for hair growth,32,1,1.12,0.0,0,0,0.03125,0.0,1.12,0.0,0.0
vital batana oil,740,6,3.88,11.99,1,1,0.008108108108108109,0.16666666666666666,0.6466666666666666,0.32360300250208507,3.0902061855670104
vital batana oil for hair growth,156,3,4.83,0.0,0,0,0.019230769230769232,0.0,1.61,0.0,0.0
vital pure batana oil,44,1,1.71,0.0,0,0,0.022727272727272728,0.0,1.71,0.0,0.0
vitalstrands batana oil,2,1,3.35,0.0,0,0,0.5,0.0,3.35,0.0,0.0
vitamino batana hair oil,11,1,1.5,0.0,0,0,0.09090909090909091,0.0,1.5,0.0,0.0
vitamins for hair growth,41,1,0.35,0.0,0,0,0.024390243902439025,0.0,0.35,0.0,0.0
vitamo batana oil,4,1,0.41,0.0,0,0,0.25,0.0,0.41,0.0,0.0
vitapointe hair cream,33,1,0.45,0.0,0,0,0.030303030303030304,0.0,0.45,0.0,0.0
vitapointe hair cream original,20,1,0.69,0.0,0,0,0.05,0.0,0.69,0.0,0.0
vitapointe hair cream original jar,9,1,1.16,0.0,0,0,0.1111111111111111,0.0,1.16,0.0,0.0
vivccon batana oil for hair growth,46,1,0.9,0.0,0,0,0.021739130434782608,0.0,0.9,0.0,0.0
viviscal hair growth,8,1,1.05,0.0,0,0,0.125,0.0,1.05,0.0,0.0
voodoo hair growth oil,107,2,3.22,0.0,0,0,0.018691588785046728,0.0,1.61,0.0,0.0
vortex hair growth,2,1,0.55,0.0,0,0,0.5,0.0,0.55,0.0,0.0
vxdag batana oil for hair growth,15,1,1.04,0.0,0,0,0.06666666666666667,0.0,1.04,0.0,0.0
water based hair moisturizer,13,1,0.7,0.0,0,0,0.07692307692307693,0.0,0.7,0.0,0.0
wave butter,6,1,2.28,0.0,0,0,0.16666666666666666,0.0,2.28,0.0,0.0
wavenuvo hair moisturizer,19,1,0.63,0.0,0,0,0.05263157894736842,0.0,0.63,0.0,0.0
weemotd batana oil for hair growth,25,1,1.3,0.0,0,0,0.04,0.0,1.3,0.0,0.0
weemotd botana oil hair growth,375,3,3.36,0.0,0,0,0.008,0.0,1.1199999999999999,0.0,0.0
well's oil herbs for hair growth,52,1,0.76,0.0,0,0,0.019230769230769232,0.0,0.76,0.0,0.0
what make edge growth,1,1,0.63,0.0,0,0,1.0,0.0,0.63,0.0,0.0
whole blends oil,1,1,0.82,0.0,0,0,1.0,0.0,0.82,0.0,0.0
wild growth hair growth products,16,1,0.45,0.0,0,0,0.0625,0.0,0.45,0.0,0.0
wild growth hair oil,3710,19,19.939999999999998,16.99,1,1,0.005121293800539084,0.05263157894736842,1.0494736842105261,1.1736315479693937,0.8520561685055166
wild growth hair oil extra strength,328,2,2.05,0.0,0,0,0.006097560975609756,0.0,1.025,0.0,0.0
wild growth oil,9,1,0.5,0.0,0,0,0.1111111111111111,0.0,0.5,0.0,0.0
wild hair growth,73,1,1.04,0.0,0,0,0.0136986301369863,0.0,1.04,0.0,0.0
wild hair growth oil,58,1,0.85,0.0,0,0,0.017241379310344827,0.0,0.85,0.0,0.0
wilde growth hair oil,1,1,0.28,0.0,0,0,1.0,0.0,0.28,0.0,0.0
wildroot root hair cream,1,1,0.5,0.0,0,0,1.0,0.0,0.5,0.0,0.0
wiqeerilly batana oil for hair growth,32,1,1.3,0.0,0,0,0.03125,0.0,1.3,0.0,0.0
wish care hair growth serum,1,1,1.49,0.0,0,0,1.0,0.0,1.49,0.0,0.0
women hair growth oil,118,3,3.35,0.0,0,0,0.025423728813559324,0.0,1.1166666666666667,0.0,0.0
women hair oil,21,1,0.9,0.0,0,0,0.047619047619047616,0.0,0.9,0.0,0.0
wonder growth oil,95,1,2.04,0.0,0,0,0.010526315789473684,0.0,2.04,0.0,0.0
wood scalp massager hair growth,3,1,0.75,0.0,0,0,0.3333333333333333,0.0,0.75,0.0,0.0
wooden comb for hair growth,10,1,0.75,0.0,0,0,0.1,0.0,0.75,0.0,0.0
xl balm- stimulating scalp and hair balm,41,1,0.42,0.0,0,0,0.024390243902439025,0.0,0.42,0.0,0.0
yacemira batana oil for hair growth,39,1,1.04,0.0,0,0,0.02564102564102564,0.0,1.04,0.0,0.0
ybera mirra oil repair,5,1,0.5,0.0,0,0,0.2,0.0,0.5,0.0,0.0
ybw batana oil for hair growth,127,1,0.77,0.0,0,0,0.007874015748031496,0.0,0.77,0.0,0.0
yetaim batana oil for hair growth,10,2,2.85,0.0,0,0,0.2,0.0,1.425,0.0,0.0
الزيت الافريقي,1,1,0.45,11.99,1,1,1.0,1.0,0.45,0.03753127606338615,26.644444444444446
دهن اصلي للشعر,1,1,0.95,0.0,0,0,1.0,0.0,0.95,0.0,0.0
زيوت شعر للترطيب,1,1,0.5,0.0,0,0,1.0,0.0,0.5,0.0,0.0
سيروم للشعر نسائيه,1,1,0.5,0.0,0,0,1.0,0.0,0.5,0.0,0.0
"￼ stimulating scalp and hair balm, shea b",1,1,0.91,0.0,0,0,1.0,0.0,0.91,0.0,0.0
￼hair moisturizer,4,1,0.65,0.0,0,0,0.25,0.0,0.65,0.0,0.0
￼l’oreal elvive growth,1,1,0.64,0.0,0,0,1.0,0.0,0.64,0.0,0.0
